Category, Annotator 1, Annotator 2, SegSim, BoundSim
characters, CB, MM, N/A, N/A
characters_0, CB, MM, N/A, N/A
foc_unr, CB, MM, 1, 1
narrator, CB, MM, N/A, N/A
narrator_0, CB, MM, N/A, N/A
nc, CB, MM, 0.9956300982187447977359746962, 0.5116279069767441860465116279
turn, CB, MM, 0.9991676377559513900449475612, 0.8930481283422459893048128342
voice_3, CB, MM, 1, 1
