Category, Annotator 1, Annotator 2, SegSim, BoundSim
1a1, AS, DK, N/A, N/A
1a1open, AS, DK, N/A, N/A
2b2open, AS, DK, N/A, N/A
3c3open, AS, DK, N/A, N/A
4b4, AS, DK, N/A, N/A
