Category, Annotator 1, Annotator 2, SegSim, BoundSim
1a1open, AS, DK, N/A, N/A
2b2open, AS, DK, N/A, N/A
3b2open, AS, DK, N/A, N/A
a1aopen, AS, DK, N/A, N/A
