Category, Annotator 1, Annotator 2, SegSim, BoundSim
analepsis, AS, KH, 0.9973420568390922101819668779, 0
fid pers=1st person narrator, AS, KH, N/A, N/A
level degree=1, AS, KH, N/A, N/A
level degree=2, AS, KH, 1, 1
levle degree=1, AS, KH, N/A, N/A
prolepsis, AS, KH, N/A, N/A
