Category, Annotator 1, Annotator 2, SegSim, BoundSim
analepsis, AS, KH, N/A, N/A
fid pers=narrator, AS, KH, N/A, N/A
level degree=1, AS, KH, 0.9993262968785088704244329665, 0.25
level degree=2, AS, KH, N/A, N/A
prolepsis, AS, KH, 1, 1
