Category, Annotator 1, Annotator 2, SegSim, BoundSim
analepsis, AS, KH, 0.9991124379715173276314196958, 0.04347826086956521739130434783
fid pers=1st person narrator, AS, KH, N/A, N/A
level degree=1, AS, KH, 0.9992738128857869044257070238, 0.1818181818181818181818181818
level degree=2, AS, KH, 0.9992738128857869044257070238, 0.1
prolepsis, AS, KH, N/A, N/A
soc pers=1st person narrator, AS, KH, N/A, N/A
