Category, Annotator 1, Annotator 2, SegSim, BoundSim
analepsis, AS, KH, 0.9991821378915514844197268341, 0
fid pers=federigo, AS, KH, N/A, N/A
fid pers=giovanna's son, AS, KH, N/A, N/A
fid pers=monna giovanna , AS, KH, N/A, N/A
level degree=1, AS, KH, N/A, N/A
level degree=2, AS, KH, N/A, N/A
