Category, Annotator 1, Annotator 2, SegSim, BoundSim
analepsis, AS, KH, 0.9947824548991864166961443226, 0.1194029850746268656716417910
fid pers=adam, AS, KH, N/A, N/A
level degree=1, AS, KH, N/A, N/A
level degree=2, AS, KH, N/A, N/A
prolepsis, AS, KH, N/A, N/A
soc pers=adam, AS, KH, 0.9973470109656880084895649098, 0.01639344262295081967213114754
