Category, Annotator 1, Annotator 2, SegSim, BoundSim
analepsis, AS, KH, 0.9976318426086164495855724565, 0.1034482758620689655172413793
level degree=1, AS, KH, 0.9981783404681664996812095819, 0.2592592592592592592592592593
level degree=2, AS, KH, 0.9983605064213498497130886237, 0.25
prolepsis, AS, KH, N/A, N/A
