Category, Annotator 1, Annotator 2, SegSim, BoundSim
l1n1, JH, YH, 0.9998237652553200863550248932, 0.2
l1n2, JH, YH, N/A, N/A
l2n1, JH, YH, N/A, N/A
l3n1, JH, YH, N/A, N/A
l4n1, JH, YH, N/A, N/A
