Category, Annotator 1, Annotator 2, SegSim, BoundSim
 flashback, AJ, MS, N/A, N/A
dream, AJ, MS, N/A, N/A
interruptive, AJ, MS, N/A, N/A
original, AJ, MS, 0.9997197702115734902620148522, 0.3333333333333333333333333333
