Category, Annotator 1, Annotator 2, SegSim, BoundSim
Embedded, AJ, MS, N/A, N/A
Embedded , AJ, MS, N/A, N/A
Interruptive, AJ, MS, N/A, N/A
Interruptive , AJ, MS, N/A, N/A
Original, AJ, MS, N/A, N/A
Original , AJ, MS, N/A, N/A
