Category, Annotator 1, Annotator 2, SegSim, BoundSim
 flashback, AJ, MS, N/A, N/A
embedded, AJ, MS, N/A, N/A
embedded_2, AJ, MS, N/A, N/A
original, AJ, MS, 0.9981429076759816059426954369, 0.02325581395348837209302325581
