Category, Annotator 1, Annotator 2, SegSim, BoundSim
embedded, AJ, MS, N/A, N/A
embedded_1, AJ, MS, N/A, N/A
embedded_2, AJ, MS, N/A, N/A
original, AJ, MS, 0.9991802532106749248565443119, 0.1818181818181818181818181818
