Category, Annotator 1, Annotator 2, SegSim, BoundSim
embedded, AJ, MS, N/A, N/A
frame, AJ, MS, N/A, N/A
interruptive, AJ, MS, N/A, N/A
original, AJ, MS, N/A, N/A
