Category, Annotator 1, Annotator 2, SegSim, BoundSim
dream, AJ, MS, N/A, N/A
dream_1, AJ, MS, N/A, N/A
dream_2, AJ, MS, N/A, N/A
embedded, AJ, MS, N/A, N/A
embedded_1, AJ, MS, N/A, N/A
embedded_2, AJ, MS, N/A, N/A
embedded_3, AJ, MS, N/A, N/A
interruptive, AJ, MS, N/A, N/A
original, AJ, MS, N/A, N/A
original_1, AJ, MS, N/A, N/A
original_2, AJ, MS, N/A, N/A
original_3, AJ, MS, N/A, N/A
