Category, Annotator 1, Annotator 2, SegSim, BoundSim
embedded, AJ, MS, 0.9996728551566205937678907336, 0
interruptive, AJ, MS, N/A, N/A
original, AJ, MS, 0.9989367792590169297456448843, 0.1333333333333333333333333333
