Category, Annotator 1, Annotator 2, SegSim, BoundSim
1, MH, RF, 1, 1
2, MH, RF, N/A, N/A
2a, MH, RF, N/A, N/A
2b, MH, RF, N/A, N/A
n, MH, RF, 1, 1
