Category, Annotator 1, Annotator 2, SegSim, BoundSim
1, MH, RF, N/A, N/A
1a, MH, RF, N/A, N/A
1b, MH, RF, N/A, N/A
1c, MH, RF, N/A, N/A
2a, MH, RF, N/A, N/A
2b, MH, RF, N/A, N/A
2c, MH, RF, N/A, N/A
n, MH, RF, N/A, N/A
