Category, Annotator 1, Annotator 2, SegSim, BoundSim
1, MH, RF, 0.9998131801410489935080099015, 0.3333333333333333333333333333
2, MH, RF, N/A, N/A
3, MH, RF, N/A, N/A
n, MH, RF, N/A, N/A
