Category, Annotator 1, Annotator 2, SegSim, BoundSim
1, MH, RF, N/A, N/A
2a, MH, RF, N/A, N/A
2b, MH, RF, N/A, N/A
Ebene 1, MH, RF, N/A, N/A
Ebene 2a, MH, RF, N/A, N/A
Ebene 2b, MH, RF, N/A, N/A
Ebene 2c, MH, RF, N/A, N/A
