Category, Annotator 1, Annotator 2, SegSim, BoundSim
1, MH, RF, 0.9999118826276600431775124466, 0.3333333333333333333333333333
2a, MH, RF, N/A, N/A
2b, MH, RF, N/A, N/A
2c, MH, RF, N/A, N/A
n, MH, RF, 0.9996255011675551835044278980, 0.05555555555555555555555555556
