Category, Annotator 1, Annotator 2, SegSim, BoundSim
1, MH, RF, 0.9997955428337763238601512983, 0.3333333333333333333333333333
2, MH, RF, 0.9989777141688816193007564915, 0.09090909090909090909090909091
3, MH, RF, N/A, N/A
n, MH, RF, 0.9977509711715395624616642813, 0.1851851851851851851851851852
