Category, Annotator 1, Annotator 2, SegSim, BoundSim
1, MH, RF, 0.9998178340468166499681209582, 0.3333333333333333333333333333
2, MH, RF, 0.9987248383277165497768467074, 0.3913043478260869565217391304
n, MH, RF, N/A, N/A
